,headquarters,primaryTag,amount,lat,lon,num_deals
1906,waterloo,edtech,405018280,43.4643,-80.5204,158
2042,waterloo,edtech,405018280,43.4643,-80.5204,158
1970,waterloo,edtech,405018280,43.4643,-80.5204,158
1974,waterloo,edtech,405018280,43.4643,-80.5204,158
1990,waterloo,edtech,405018280,43.4643,-80.5204,158
1994,waterloo,edtech,405018280,43.4643,-80.5204,158
1982,waterloo,edtech,405018280,43.4643,-80.5204,158
1998,waterloo,edtech,405018280,43.4643,-80.5204,158
2014,waterloo,edtech,405018280,43.4643,-80.5204,158
1934,waterloo,edtech,405018280,43.4643,-80.5204,158
1942,waterloo,edtech,405018280,43.4643,-80.5204,158
2018,waterloo,edtech,405018280,43.4643,-80.5204,158
1978,waterloo,edtech,405018280,43.4643,-80.5204,158
1986,waterloo,edtech,405018280,43.4643,-80.5204,158
2002,waterloo,edtech,405018280,43.4643,-80.5204,158
1938,waterloo,edtech,405018280,43.4643,-80.5204,158
2022,waterloo,edtech,405018280,43.4643,-80.5204,158
1946,waterloo,edtech,405018280,43.4643,-80.5204,158
2006,waterloo,edtech,405018280,43.4643,-80.5204,158
2010,waterloo,edtech,405018280,43.4643,-80.5204,158
1117,quebec,hardware,381795940,46.8131,-71.2075,52
1037,quebec,hardware,381795940,46.8131,-71.2075,52
1053,quebec,hardware,381795940,46.8131,-71.2075,52
1073,quebec,hardware,381795940,46.8131,-71.2075,52
1105,quebec,hardware,381795940,46.8131,-71.2075,52
1069,quebec,hardware,381795940,46.8131,-71.2075,52
1113,quebec,hardware,381795940,46.8131,-71.2075,52
1109,quebec,hardware,381795940,46.8131,-71.2075,52
1125,quebec,hardware,381795940,46.8131,-71.2075,52
1121,quebec,hardware,381795940,46.8131,-71.2075,52
1057,quebec,hardware,381795940,46.8131,-71.2075,52
1065,quebec,hardware,381795940,46.8131,-71.2075,52
1077,quebec,hardware,381795940,46.8131,-71.2075,52
1049,quebec,hardware,381795940,46.8131,-71.2075,52
1045,quebec,hardware,381795940,46.8131,-71.2075,52
1041,quebec,hardware,381795940,46.8131,-71.2075,52
1061,quebec,hardware,381795940,46.8131,-71.2075,52
1101,quebec,hardware,381795940,46.8131,-71.2075,52
1097,quebec,hardware,381795940,46.8131,-71.2075,52
1033,quebec,hardware,381795940,46.8131,-71.2075,52
1085,quebec,hardware,381795940,46.8131,-71.2075,52
1093,quebec,hardware,381795940,46.8131,-71.2075,52
1081,quebec,hardware,381795940,46.8131,-71.2075,52
1089,quebec,hardware,381795940,46.8131,-71.2075,52
307,calgary,cleantech,331431505,51.0447,-114.0719,194
215,calgary,cleantech,331431505,51.0447,-114.0719,194
291,calgary,cleantech,331431505,51.0447,-114.0719,194
295,calgary,cleantech,331431505,51.0447,-114.0719,194
211,calgary,cleantech,331431505,51.0447,-114.0719,194
299,calgary,cleantech,331431505,51.0447,-114.0719,194
191,calgary,cleantech,331431505,51.0447,-114.0719,194
303,calgary,cleantech,331431505,51.0447,-114.0719,194
243,calgary,cleantech,331431505,51.0447,-114.0719,194
195,calgary,cleantech,331431505,51.0447,-114.0719,194
283,calgary,cleantech,331431505,51.0447,-114.0719,194
207,calgary,cleantech,331431505,51.0447,-114.0719,194
203,calgary,cleantech,331431505,51.0447,-114.0719,194
331,calgary,cleantech,331431505,51.0447,-114.0719,194
315,calgary,cleantech,331431505,51.0447,-114.0719,194
319,calgary,cleantech,331431505,51.0447,-114.0719,194
199,calgary,cleantech,331431505,51.0447,-114.0719,194
327,calgary,cleantech,331431505,51.0447,-114.0719,194
323,calgary,cleantech,331431505,51.0447,-114.0719,194
311,calgary,cleantech,331431505,51.0447,-114.0719,194
287,calgary,cleantech,331431505,51.0447,-114.0719,194
219,calgary,cleantech,331431505,51.0447,-114.0719,194
227,calgary,cleantech,331431505,51.0447,-114.0719,194
247,calgary,cleantech,331431505,51.0447,-114.0719,194
251,calgary,cleantech,331431505,51.0447,-114.0719,194
239,calgary,cleantech,331431505,51.0447,-114.0719,194
255,calgary,cleantech,331431505,51.0447,-114.0719,194
235,calgary,cleantech,331431505,51.0447,-114.0719,194
259,calgary,cleantech,331431505,51.0447,-114.0719,194
231,calgary,cleantech,331431505,51.0447,-114.0719,194
267,calgary,cleantech,331431505,51.0447,-114.0719,194
271,calgary,cleantech,331431505,51.0447,-114.0719,194
263,calgary,cleantech,331431505,51.0447,-114.0719,194
223,calgary,cleantech,331431505,51.0447,-114.0719,194
279,calgary,cleantech,331431505,51.0447,-114.0719,194
275,calgary,cleantech,331431505,51.0447,-114.0719,194
2003,waterloo,ai,310915841,43.4643,-80.5204,158
1991,waterloo,ai,310915841,43.4643,-80.5204,158
1995,waterloo,ai,310915841,43.4643,-80.5204,158
2047,waterloo,ai,310915841,43.4643,-80.5204,158
1999,waterloo,ai,310915841,43.4643,-80.5204,158
1983,waterloo,ai,310915841,43.4643,-80.5204,158
2043,waterloo,ai,310915841,43.4643,-80.5204,158
2039,waterloo,ai,310915841,43.4643,-80.5204,158
2035,waterloo,ai,310915841,43.4643,-80.5204,158
1979,waterloo,ai,310915841,43.4643,-80.5204,158
2007,waterloo,ai,310915841,43.4643,-80.5204,158
2055,waterloo,ai,310915841,43.4643,-80.5204,158
1975,waterloo,ai,310915841,43.4643,-80.5204,158
1963,waterloo,ai,310915841,43.4643,-80.5204,158
1947,waterloo,ai,310915841,43.4643,-80.5204,158
1967,waterloo,ai,310915841,43.4643,-80.5204,158
2051,waterloo,ai,310915841,43.4643,-80.5204,158
1987,waterloo,ai,310915841,43.4643,-80.5204,158
1911,waterloo,ai,310915841,43.4643,-80.5204,158
1943,waterloo,ai,310915841,43.4643,-80.5204,158
1927,waterloo,ai,310915841,43.4643,-80.5204,158
1971,waterloo,ai,310915841,43.4643,-80.5204,158
1931,waterloo,ai,310915841,43.4643,-80.5204,158
2031,waterloo,ai,310915841,43.4643,-80.5204,158
1959,waterloo,ai,310915841,43.4643,-80.5204,158
2011,waterloo,ai,310915841,43.4643,-80.5204,158
2019,waterloo,ai,310915841,43.4643,-80.5204,158
1923,waterloo,ai,310915841,43.4643,-80.5204,158
1903,waterloo,ai,310915841,43.4643,-80.5204,158
2027,waterloo,ai,310915841,43.4643,-80.5204,158
1955,waterloo,ai,310915841,43.4643,-80.5204,158
1919,waterloo,ai,310915841,43.4643,-80.5204,158
2015,waterloo,ai,310915841,43.4643,-80.5204,158
1939,waterloo,ai,310915841,43.4643,-80.5204,158
1935,waterloo,ai,310915841,43.4643,-80.5204,158
2023,waterloo,ai,310915841,43.4643,-80.5204,158
1951,waterloo,ai,310915841,43.4643,-80.5204,158
1907,waterloo,ai,310915841,43.4643,-80.5204,158
1915,waterloo,ai,310915841,43.4643,-80.5204,158
192,calgary,robotics,194172500,51.0447,-114.0719,194
236,calgary,robotics,194172500,51.0447,-114.0719,194
292,calgary,robotics,194172500,51.0447,-114.0719,194
264,calgary,robotics,194172500,51.0447,-114.0719,194
272,calgary,robotics,194172500,51.0447,-114.0719,194
260,calgary,robotics,194172500,51.0447,-114.0719,194
280,calgary,robotics,194172500,51.0447,-114.0719,194
240,calgary,robotics,194172500,51.0447,-114.0719,194
248,calgary,robotics,194172500,51.0447,-114.0719,194
276,calgary,robotics,194172500,51.0447,-114.0719,194
244,calgary,robotics,194172500,51.0447,-114.0719,194
284,calgary,robotics,194172500,51.0447,-114.0719,194
256,calgary,robotics,194172500,51.0447,-114.0719,194
296,calgary,robotics,194172500,51.0447,-114.0719,194
252,calgary,robotics,194172500,51.0447,-114.0719,194
288,calgary,robotics,194172500,51.0447,-114.0719,194
324,calgary,robotics,194172500,51.0447,-114.0719,194
268,calgary,robotics,194172500,51.0447,-114.0719,194
308,calgary,robotics,194172500,51.0447,-114.0719,194
328,calgary,robotics,194172500,51.0447,-114.0719,194
200,calgary,robotics,194172500,51.0447,-114.0719,194
320,calgary,robotics,194172500,51.0447,-114.0719,194
204,calgary,robotics,194172500,51.0447,-114.0719,194
208,calgary,robotics,194172500,51.0447,-114.0719,194
316,calgary,robotics,194172500,51.0447,-114.0719,194
332,calgary,robotics,194172500,51.0447,-114.0719,194
212,calgary,robotics,194172500,51.0447,-114.0719,194
216,calgary,robotics,194172500,51.0447,-114.0719,194
196,calgary,robotics,194172500,51.0447,-114.0719,194
312,calgary,robotics,194172500,51.0447,-114.0719,194
232,calgary,robotics,194172500,51.0447,-114.0719,194
224,calgary,robotics,194172500,51.0447,-114.0719,194
228,calgary,robotics,194172500,51.0447,-114.0719,194
304,calgary,robotics,194172500,51.0447,-114.0719,194
300,calgary,robotics,194172500,51.0447,-114.0719,194
220,calgary,robotics,194172500,51.0447,-114.0719,194
265,calgary,software development,181200000,51.0447,-114.0719,194
233,calgary,software development,181200000,51.0447,-114.0719,194
325,calgary,software development,181200000,51.0447,-114.0719,194
201,calgary,software development,181200000,51.0447,-114.0719,194
225,calgary,software development,181200000,51.0447,-114.0719,194
205,calgary,software development,181200000,51.0447,-114.0719,194
217,calgary,software development,181200000,51.0447,-114.0719,194
257,calgary,software development,181200000,51.0447,-114.0719,194
253,calgary,software development,181200000,51.0447,-114.0719,194
209,calgary,software development,181200000,51.0447,-114.0719,194
241,calgary,software development,181200000,51.0447,-114.0719,194
249,calgary,software development,181200000,51.0447,-114.0719,194
229,calgary,software development,181200000,51.0447,-114.0719,194
213,calgary,software development,181200000,51.0447,-114.0719,194
221,calgary,software development,181200000,51.0447,-114.0719,194
245,calgary,software development,181200000,51.0447,-114.0719,194
237,calgary,software development,181200000,51.0447,-114.0719,194
261,calgary,software development,181200000,51.0447,-114.0719,194
269,calgary,software development,181200000,51.0447,-114.0719,194
293,calgary,software development,181200000,51.0447,-114.0719,194
197,calgary,software development,181200000,51.0447,-114.0719,194
313,calgary,software development,181200000,51.0447,-114.0719,194
277,calgary,software development,181200000,51.0447,-114.0719,194
333,calgary,software development,181200000,51.0447,-114.0719,194
305,calgary,software development,181200000,51.0447,-114.0719,194
273,calgary,software development,181200000,51.0447,-114.0719,194
317,calgary,software development,181200000,51.0447,-114.0719,194
285,calgary,software development,181200000,51.0447,-114.0719,194
193,calgary,software development,181200000,51.0447,-114.0719,194
329,calgary,software development,181200000,51.0447,-114.0719,194
297,calgary,software development,181200000,51.0447,-114.0719,194
301,calgary,software development,181200000,51.0447,-114.0719,194
289,calgary,software development,181200000,51.0447,-114.0719,194
321,calgary,software development,181200000,51.0447,-114.0719,194
281,calgary,software development,181200000,51.0447,-114.0719,194
309,calgary,software development,181200000,51.0447,-114.0719,194
1992,waterloo,robotics,181110140,43.4643,-80.5204,158
1940,waterloo,robotics,181110140,43.4643,-80.5204,158
1960,waterloo,robotics,181110140,43.4643,-80.5204,158
2052,waterloo,robotics,181110140,43.4643,-80.5204,158
1980,waterloo,robotics,181110140,43.4643,-80.5204,158
1928,waterloo,robotics,181110140,43.4643,-80.5204,158
2004,waterloo,robotics,181110140,43.4643,-80.5204,158
2028,waterloo,robotics,181110140,43.4643,-80.5204,158
1976,waterloo,robotics,181110140,43.4643,-80.5204,158
1932,waterloo,robotics,181110140,43.4643,-80.5204,158
1956,waterloo,robotics,181110140,43.4643,-80.5204,158
2036,waterloo,robotics,181110140,43.4643,-80.5204,158
1944,waterloo,robotics,181110140,43.4643,-80.5204,158
2032,waterloo,robotics,181110140,43.4643,-80.5204,158
1952,waterloo,robotics,181110140,43.4643,-80.5204,158
1968,waterloo,robotics,181110140,43.4643,-80.5204,158
2020,waterloo,robotics,181110140,43.4643,-80.5204,158
2056,waterloo,robotics,181110140,43.4643,-80.5204,158
2024,waterloo,robotics,181110140,43.4643,-80.5204,158
2008,waterloo,robotics,181110140,43.4643,-80.5204,158
1984,waterloo,robotics,181110140,43.4643,-80.5204,158
1972,waterloo,robotics,181110140,43.4643,-80.5204,158
2012,waterloo,robotics,181110140,43.4643,-80.5204,158
2048,waterloo,robotics,181110140,43.4643,-80.5204,158
1912,waterloo,robotics,181110140,43.4643,-80.5204,158
2044,waterloo,robotics,181110140,43.4643,-80.5204,158
1964,waterloo,robotics,181110140,43.4643,-80.5204,158
1908,waterloo,robotics,181110140,43.4643,-80.5204,158
1916,waterloo,robotics,181110140,43.4643,-80.5204,158
2000,waterloo,robotics,181110140,43.4643,-80.5204,158
1936,waterloo,robotics,181110140,43.4643,-80.5204,158
1996,waterloo,robotics,181110140,43.4643,-80.5204,158
1920,waterloo,robotics,181110140,43.4643,-80.5204,158
1904,waterloo,robotics,181110140,43.4643,-80.5204,158
1948,waterloo,robotics,181110140,43.4643,-80.5204,158
1988,waterloo,robotics,181110140,43.4643,-80.5204,158
2040,waterloo,robotics,181110140,43.4643,-80.5204,158
2016,waterloo,robotics,181110140,43.4643,-80.5204,158
1924,waterloo,robotics,181110140,43.4643,-80.5204,158
1050,quebec,cleantech,157500000,46.8131,-71.2075,52
1042,quebec,cleantech,157500000,46.8131,-71.2075,52
1038,quebec,cleantech,157500000,46.8131,-71.2075,52
1094,quebec,cleantech,157500000,46.8131,-71.2075,52
1126,quebec,cleantech,157500000,46.8131,-71.2075,52
1078,quebec,cleantech,157500000,46.8131,-71.2075,52
1090,quebec,cleantech,157500000,46.8131,-71.2075,52
1098,quebec,cleantech,157500000,46.8131,-71.2075,52
1074,quebec,cleantech,157500000,46.8131,-71.2075,52
1070,quebec,cleantech,157500000,46.8131,-71.2075,52
1086,quebec,cleantech,157500000,46.8131,-71.2075,52
1118,quebec,cleantech,157500000,46.8131,-71.2075,52
1106,quebec,cleantech,157500000,46.8131,-71.2075,52
1062,quebec,cleantech,157500000,46.8131,-71.2075,52
1058,quebec,cleantech,157500000,46.8131,-71.2075,52
1066,quebec,cleantech,157500000,46.8131,-71.2075,52
1122,quebec,cleantech,157500000,46.8131,-71.2075,52
1082,quebec,cleantech,157500000,46.8131,-71.2075,52
1114,quebec,cleantech,157500000,46.8131,-71.2075,52
1034,quebec,cleantech,157500000,46.8131,-71.2075,52
1046,quebec,cleantech,157500000,46.8131,-71.2075,52
1102,quebec,cleantech,157500000,46.8131,-71.2075,52
1110,quebec,cleantech,157500000,46.8131,-71.2075,52
1054,quebec,cleantech,157500000,46.8131,-71.2075,52
404,edmonton,saas,140961500,53.5461,-113.4937,28
388,edmonton,saas,140961500,53.5461,-113.4937,28
396,edmonton,saas,140961500,53.5461,-113.4937,28
392,edmonton,saas,140961500,53.5461,-113.4937,28
384,edmonton,saas,140961500,53.5461,-113.4937,28
364,edmonton,saas,140961500,53.5461,-113.4937,28
372,edmonton,saas,140961500,53.5461,-113.4937,28
368,edmonton,saas,140961500,53.5461,-113.4937,28
376,edmonton,saas,140961500,53.5461,-113.4937,28
412,edmonton,saas,140961500,53.5461,-113.4937,28
400,edmonton,saas,140961500,53.5461,-113.4937,28
380,edmonton,saas,140961500,53.5461,-113.4937,28
408,edmonton,saas,140961500,53.5461,-113.4937,28
971,ottawa,analytics,123780120,45.4235,-75.6979,91
955,ottawa,analytics,123780120,45.4235,-75.6979,91
987,ottawa,analytics,123780120,45.4235,-75.6979,91
1011,ottawa,analytics,123780120,45.4235,-75.6979,91
959,ottawa,analytics,123780120,45.4235,-75.6979,91
1007,ottawa,analytics,123780120,45.4235,-75.6979,91
947,ottawa,analytics,123780120,45.4235,-75.6979,91
923,ottawa,analytics,123780120,45.4235,-75.6979,91
1003,ottawa,analytics,123780120,45.4235,-75.6979,91
999,ottawa,analytics,123780120,45.4235,-75.6979,91
963,ottawa,analytics,123780120,45.4235,-75.6979,91
927,ottawa,analytics,123780120,45.4235,-75.6979,91
995,ottawa,analytics,123780120,45.4235,-75.6979,91
931,ottawa,analytics,123780120,45.4235,-75.6979,91
1015,ottawa,analytics,123780120,45.4235,-75.6979,91
991,ottawa,analytics,123780120,45.4235,-75.6979,91
967,ottawa,analytics,123780120,45.4235,-75.6979,91
975,ottawa,analytics,123780120,45.4235,-75.6979,91
935,ottawa,analytics,123780120,45.4235,-75.6979,91
983,ottawa,analytics,123780120,45.4235,-75.6979,91
1023,ottawa,analytics,123780120,45.4235,-75.6979,91
951,ottawa,analytics,123780120,45.4235,-75.6979,91
979,ottawa,analytics,123780120,45.4235,-75.6979,91
939,ottawa,analytics,123780120,45.4235,-75.6979,91
943,ottawa,analytics,123780120,45.4235,-75.6979,91
1019,ottawa,analytics,123780120,45.4235,-75.6979,91
956,ottawa,fintech,119367443,45.4235,-75.6979,91
944,ottawa,fintech,119367443,45.4235,-75.6979,91
972,ottawa,fintech,119367443,45.4235,-75.6979,91
1020,ottawa,fintech,119367443,45.4235,-75.6979,91
940,ottawa,fintech,119367443,45.4235,-75.6979,91
924,ottawa,fintech,119367443,45.4235,-75.6979,91
952,ottawa,fintech,119367443,45.4235,-75.6979,91
936,ottawa,fintech,119367443,45.4235,-75.6979,91
928,ottawa,fintech,119367443,45.4235,-75.6979,91
932,ottawa,fintech,119367443,45.4235,-75.6979,91
1016,ottawa,fintech,119367443,45.4235,-75.6979,91
960,ottawa,fintech,119367443,45.4235,-75.6979,91
948,ottawa,fintech,119367443,45.4235,-75.6979,91
976,ottawa,fintech,119367443,45.4235,-75.6979,91
1008,ottawa,fintech,119367443,45.4235,-75.6979,91
1004,ottawa,fintech,119367443,45.4235,-75.6979,91
1024,ottawa,fintech,119367443,45.4235,-75.6979,91
1000,ottawa,fintech,119367443,45.4235,-75.6979,91
996,ottawa,fintech,119367443,45.4235,-75.6979,91
964,ottawa,fintech,119367443,45.4235,-75.6979,91
992,ottawa,fintech,119367443,45.4235,-75.6979,91
1012,ottawa,fintech,119367443,45.4235,-75.6979,91
988,ottawa,fintech,119367443,45.4235,-75.6979,91
984,ottawa,fintech,119367443,45.4235,-75.6979,91
968,ottawa,fintech,119367443,45.4235,-75.6979,91
980,ottawa,fintech,119367443,45.4235,-75.6979,91
1025,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
949,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
957,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
969,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
953,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
961,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
965,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
1021,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
945,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
1001,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
973,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
941,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
981,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
985,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
989,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
993,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
997,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
977,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
1005,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
1013,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
1017,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
925,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
929,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
933,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
1009,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
937,ottawa,cybersecurity,98877293,45.4235,-75.6979,91
1067,quebec,biotech,97289995,46.8131,-71.2075,52
1087,quebec,biotech,97289995,46.8131,-71.2075,52
1083,quebec,biotech,97289995,46.8131,-71.2075,52
1079,quebec,biotech,97289995,46.8131,-71.2075,52
1075,quebec,biotech,97289995,46.8131,-71.2075,52
1071,quebec,biotech,97289995,46.8131,-71.2075,52
1051,quebec,biotech,97289995,46.8131,-71.2075,52
1063,quebec,biotech,97289995,46.8131,-71.2075,52
1059,quebec,biotech,97289995,46.8131,-71.2075,52
1055,quebec,biotech,97289995,46.8131,-71.2075,52
1047,quebec,biotech,97289995,46.8131,-71.2075,52
1043,quebec,biotech,97289995,46.8131,-71.2075,52
1039,quebec,biotech,97289995,46.8131,-71.2075,52
1035,quebec,biotech,97289995,46.8131,-71.2075,52
1091,quebec,biotech,97289995,46.8131,-71.2075,52
1095,quebec,biotech,97289995,46.8131,-71.2075,52
1119,quebec,biotech,97289995,46.8131,-71.2075,52
1123,quebec,biotech,97289995,46.8131,-71.2075,52
1099,quebec,biotech,97289995,46.8131,-71.2075,52
1115,quebec,biotech,97289995,46.8131,-71.2075,52
1127,quebec,biotech,97289995,46.8131,-71.2075,52
1103,quebec,biotech,97289995,46.8131,-71.2075,52
1111,quebec,biotech,97289995,46.8131,-71.2075,52
1107,quebec,biotech,97289995,46.8131,-71.2075,52
1052,quebec,saas,90200000,46.8131,-71.2075,52
1120,quebec,saas,90200000,46.8131,-71.2075,52
1048,quebec,saas,90200000,46.8131,-71.2075,52
1096,quebec,saas,90200000,46.8131,-71.2075,52
1056,quebec,saas,90200000,46.8131,-71.2075,52
1124,quebec,saas,90200000,46.8131,-71.2075,52
1040,quebec,saas,90200000,46.8131,-71.2075,52
1036,quebec,saas,90200000,46.8131,-71.2075,52
1128,quebec,saas,90200000,46.8131,-71.2075,52
1044,quebec,saas,90200000,46.8131,-71.2075,52
1060,quebec,saas,90200000,46.8131,-71.2075,52
1116,quebec,saas,90200000,46.8131,-71.2075,52
1092,quebec,saas,90200000,46.8131,-71.2075,52
1064,quebec,saas,90200000,46.8131,-71.2075,52
1112,quebec,saas,90200000,46.8131,-71.2075,52
1068,quebec,saas,90200000,46.8131,-71.2075,52
1072,quebec,saas,90200000,46.8131,-71.2075,52
1076,quebec,saas,90200000,46.8131,-71.2075,52
1104,quebec,saas,90200000,46.8131,-71.2075,52
1080,quebec,saas,90200000,46.8131,-71.2075,52
1084,quebec,saas,90200000,46.8131,-71.2075,52
1100,quebec,saas,90200000,46.8131,-71.2075,52
1088,quebec,saas,90200000,46.8131,-71.2075,52
1108,quebec,saas,90200000,46.8131,-71.2075,52
2102,winnipeg,fintech,31500000,49.8954,-97.1385,4
2105,winnipeg,fintech,31500000,49.8954,-97.1385,4
2108,winnipeg,fintech,31500000,49.8954,-97.1385,4
365,edmonton,software development,24067925,53.5461,-113.4937,28
381,edmonton,software development,24067925,53.5461,-113.4937,28
369,edmonton,software development,24067925,53.5461,-113.4937,28
397,edmonton,software development,24067925,53.5461,-113.4937,28
393,edmonton,software development,24067925,53.5461,-113.4937,28
401,edmonton,software development,24067925,53.5461,-113.4937,28
389,edmonton,software development,24067925,53.5461,-113.4937,28
405,edmonton,software development,24067925,53.5461,-113.4937,28
373,edmonton,software development,24067925,53.5461,-113.4937,28
409,edmonton,software development,24067925,53.5461,-113.4937,28
385,edmonton,software development,24067925,53.5461,-113.4937,28
377,edmonton,software development,24067925,53.5461,-113.4937,28
413,edmonton,software development,24067925,53.5461,-113.4937,28
394,edmonton,cleantech,17000000,53.5461,-113.4937,28
390,edmonton,cleantech,17000000,53.5461,-113.4937,28
374,edmonton,cleantech,17000000,53.5461,-113.4937,28
382,edmonton,cleantech,17000000,53.5461,-113.4937,28
386,edmonton,cleantech,17000000,53.5461,-113.4937,28
366,edmonton,cleantech,17000000,53.5461,-113.4937,28
378,edmonton,cleantech,17000000,53.5461,-113.4937,28
402,edmonton,cleantech,17000000,53.5461,-113.4937,28
370,edmonton,cleantech,17000000,53.5461,-113.4937,28
406,edmonton,cleantech,17000000,53.5461,-113.4937,28
410,edmonton,cleantech,17000000,53.5461,-113.4937,28
414,edmonton,cleantech,17000000,53.5461,-113.4937,28
398,edmonton,cleantech,17000000,53.5461,-113.4937,28
371,edmonton,ai,16500000,53.5461,-113.4937,28
375,edmonton,ai,16500000,53.5461,-113.4937,28
367,edmonton,ai,16500000,53.5461,-113.4937,28
387,edmonton,ai,16500000,53.5461,-113.4937,28
379,edmonton,ai,16500000,53.5461,-113.4937,28
383,edmonton,ai,16500000,53.5461,-113.4937,28
415,edmonton,ai,16500000,53.5461,-113.4937,28
391,edmonton,ai,16500000,53.5461,-113.4937,28
395,edmonton,ai,16500000,53.5461,-113.4937,28
399,edmonton,ai,16500000,53.5461,-113.4937,28
403,edmonton,ai,16500000,53.5461,-113.4937,28
407,edmonton,ai,16500000,53.5461,-113.4937,28
411,edmonton,ai,16500000,53.5461,-113.4937,28
2103,winnipeg,edtech,3000000,49.8954,-97.1385,4
2106,winnipeg,edtech,3000000,49.8954,-97.1385,4
2109,winnipeg,edtech,3000000,49.8954,-97.1385,4
2104,winnipeg,saas,500000,49.8954,-97.1385,4
2107,winnipeg,saas,500000,49.8954,-97.1385,4
2110,winnipeg,saas,500000,49.8954,-97.1385,4
